price,house_type,house_type_2,rooms,m2,elevator,garage,neighbourhood,district
750000,Piso,exterior,4,140.0,1,0,Puerta del Ángel,Latina
1295000,Piso,exterior,3,150.0,1,0,Goya,Salamanca
900000,Piso,exterior,2,95.0,1,0,El Viso,Chamartín
3500000,Piso,exterior,4,251.0,1,0,Jerónimos,Retiro
1300000,Piso,exterior,5,209.0,1,0,Hispanoamérica,Chamartín
1175000,Ático,exterior,4,173.0,1,0,Palacio,Centro
875000,Piso,exterior,3,149.0,1,0,Ibiza,Retiro
850000,Piso,exterior,2,120.0,1,0,Argüelles,Moncloa-Aravaca
1100000,Piso,exterior,2,150.0,1,0,Justicia,Centro
900000,Piso,exterior,4,173.0,1,0,Sol,Centro
349000,Piso,exterior,1,51.0,1,0,Palacio,Centro
818000,Piso,exterior,2,109.0,1,0,Justicia,Centro
329000,Ático,exterior,2,102.0,1,0,San Diego,Puente de Vallecas
1600000,Piso,exterior,4,213.0,1,0,Argüelles,Moncloa-Aravaca
1550000,Piso,exterior,8,357.0,1,0,Sol,Centro
365000,Piso,exterior,2,77.0,1,0,Goya,Salamanca
919000,Piso,interior,3,112.0,1,0,Sol,Centro
1519000,Piso,exterior,4,211.0,1,0,Justicia,Centro
780000,Piso,exterior,1,73.0,1,0,Justicia,Centro
340000,Piso,interior,1,57.0,1,0,Universidad,Centro
940000,Piso,exterior,8,245.0,1,0,Quintana,Ciudad Lineal
150000,Piso,exterior,4,70.0,1,0,Entrevías,Puente de Vallecas
850000,Piso,exterior,3,126.0,1,0,Ríos Rosas,Chamberí
799000,Piso,exterior,3,93.0,1,0,Goya,Salamanca
680000,Piso,exterior,4,121.0,1,1,Pinar de Chamartín,Ciudad Lineal
750000,Ático,exterior,2,85.0,1,0,Arapiles,Chamberí
1695000,Ático,exterior,4,200.0,1,0,Argüelles,Moncloa-Aravaca
1080000,Piso,exterior,6,362.0,1,0,Ríos Rosas,Chamberí
1100000,Chalet,interior,6,361.0,0,1,Valdefuentes,Hortaleza
1190000,Chalet,interior,4,360.0,0,1,Mirasierra,Fuencarral-El Pardo
1950000,Chalet,exterior,5,360.0,0,1,Nueva España,Chamartín
860000,Chalet,interior,6,360.0,0,1,Alameda de Osuna,Barajas
2130000,Chalet,interior,5,359.0,0,1,Hispanoamérica,Chamartín
5300000,Piso,exterior,4,370.0,1,0,Recoletos,Salamanca
2100000,Chalet,interior,5,370.0,0,1,Valdemarín,Moncloa-Aravaca
3150000,Piso,exterior,5,369.0,1,0,Castellana,Salamanca
1250000,Chalet,exterior,4,367.0,0,1,Salvador,San Blas-Canillejas
2100000,Chalet,interior,7,367.0,0,1,Piovera,Hortaleza
1325000,Chalet,interior,5,367.0,0,1,Valdefuentes,Hortaleza
1190000,Chalet,interior,5,367.0,0,1,Salvador,San Blas-Canillejas
2184000,Chalet,interior,4,367.0,0,1,Valdemarín,Moncloa-Aravaca
985000,Casa,interior,6,365.0,0,1,Corralejos,Barajas
320000,Piso,exterior,4,107.0,1,0,La Paz,Fuencarral-El Pardo
1250000,Piso,exterior,5,382.0,1,1,Castillejos,Tetuán
1250000,Casa,interior,5,380.0,0,1,Legazpi,Arganzuela
1820000,Piso,exterior,5,380.0,1,0,El Viso,Chamartín
3150000,Piso,exterior,5,380.0,1,0,Castellana,Salamanca
719000,Piso,exterior,3,138.0,1,0,Estrella,Retiro
1850000,Piso,exterior,5,231.0,1,1,Ríos Rosas,Chamberí
295000,Piso,interior,2,61.0,1,0,Prosperidad,Chamartín
525000,Piso,exterior,4,152.0,1,1,Valdeacederas,Tetuán
689000,Piso,exterior,2,77.0,1,0,Sol,Centro
1200000,Piso,exterior,2,174.0,1,1,Hispanoamérica,Chamartín
250000,Dúplex,exterior,1,67.0,1,0,Valverde,Fuencarral-El Pardo
395000,Piso,exterior,1,67.0,1,0,Colina,Ciudad Lineal
530000,Piso,exterior,1,65.0,1,0,Justicia,Centro
255000,Piso,interior,2,48.0,1,0,Embajadores,Centro
325000,Piso,exterior,2,70.0,1,0,Embajadores,Centro
1810000,Dúplex,exterior,4,284.0,1,0,Cuatro Caminos,Tetuán
1800000,Piso,exterior,5,268.0,1,1,El Viso,Chamartín
1800000,Piso,exterior,4,215.0,1,1,Castellana,Salamanca
1800000,Piso,exterior,5,268.0,1,1,El Viso,Chamartín
2100000,Dúplex,exterior,3,131.0,1,0,Jerónimos,Retiro
1890000,Piso,exterior,3,119.0,1,0,Recoletos,Salamanca
2300000,Piso,exterior,3,145.0,1,0,Recoletos,Salamanca
3199300,Piso,exterior,3,202.0,1,0,Jerónimos,Retiro
3750000,Piso,exterior,4,238.0,1,0,Recoletos,Salamanca
850000,Estudio,exterior,0,54.0,1,0,Recoletos,Salamanca
700000,Piso,exterior,4,124.0,1,1,Fuente del Berro,Salamanca
442000,Piso,interior,1,70.0,1,0,Cuatro Caminos,Tetuán
255000,Piso,exterior,3,106.0,1,0,Media Legua,Moratalaz
2300000,Piso,exterior,5,270.0,1,1,El Viso,Chamartín
849000,Piso,exterior,2,76.0,1,0,Lista,Salamanca
650000,Piso,exterior,1,88.0,1,0,Ríos Rosas,Chamberí
1399999,Piso,exterior,3,160.0,1,0,Lista,Salamanca
144900,Piso,exterior,2,54.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
144900,Piso,exterior,2,63.0,1,0,San Diego,Puente de Vallecas
144999,Piso,exterior,2,50.0,1,0,Arcos,San Blas-Canillejas
145000,Piso,exterior,1,45.0,1,0,San Diego,Puente de Vallecas
145000,Piso,interior,2,58.0,1,0,Butarque,Villaverde
145000,Piso,exterior,2,45.0,1,0,Simancas,San Blas-Canillejas
145000,Piso,exterior,2,43.0,1,0,Comillas,Carabanchel
145000,Piso,exterior,1,55.0,1,0,San Diego,Puente de Vallecas
285000,Estudio,interior,0,40.0,1,0,Hispanoamérica,Chamartín
240000,Piso,interior,1,40.0,1,0,Universidad,Centro
199900,Estudio,exterior,0,40.0,1,0,Recoletos,Salamanca
235000,Piso,interior,1,40.0,1,0,Gaztambide,Chamberí
1150000,Chalet,interior,5,240.0,0,1,Aravaca,Moncloa-Aravaca
127000,Estudio,interior,0,70.0,0,0,Puerta del Ángel,Latina
127260,Piso,exterior,2,59.0,1,0,Amposta,San Blas-Canillejas
129000,Dúplex,exterior,2,71.0,1,0,San Diego,Puente de Vallecas
490000,Piso,exterior,1,68.0,1,0,Universidad,Centro
490000,Piso,exterior,2,101.0,1,0,Vallehermoso,Chamberí
495000,Piso,exterior,4,140.0,1,1,Canillas,Hortaleza
1349000,Piso,exterior,3,119.0,1,0,Castillejos,Tetuán
1349000,Piso,exterior,3,152.0,1,0,Nueva España,Chamartín
650000,Piso,exterior,3,121.0,1,0,Niño Jesús,Retiro
698000,Piso,exterior,3,197.0,1,1,Casco Histórico de Vallecas,Villa de Vallecas
1958000,Piso,exterior,4,285.0,1,1,Vallehermoso,Chamberí
1331000,Piso,exterior,3,176.0,1,1,Vallehermoso,Chamberí
1349000,Piso,exterior,3,152.0,1,0,Castillejos,Tetuán
1100000,Piso,exterior,3,175.0,1,1,Cuatro Caminos,Tetuán
850000,Piso,exterior,4,238.0,1,1,Peñagrande,Fuencarral-El Pardo
259900,Piso,exterior,4,70.0,1,0,Pueblo Nuevo,Ciudad Lineal
748000,Piso,exterior,4,140.0,1,1,La Paz,Fuencarral-El Pardo
490000,Piso,exterior,2,96.0,1,1,San Juan Bautista,Ciudad Lineal
1100000,Piso,exterior,3,173.0,1,1,Legazpi,Arganzuela
770000,Piso,exterior,4,142.0,1,1,San Pascual,Ciudad Lineal
1015000,Dúplex,exterior,2,139.0,1,1,Vallehermoso,Chamberí
285000,Piso,exterior,2,75.0,1,1,El Cañaveral,Vicálvaro
1349000,Piso,exterior,3,152.0,1,0,Castillejos,Tetuán
420000,Piso,exterior,1,55.0,1,0,Cuatro Caminos,Tetuán
550000,Ático,exterior,4,199.0,1,0,Pinar del Rey,Hortaleza
1750000,Piso,exterior,3,260.0,1,1,Hispanoamérica,Chamartín
573000,Ático,exterior,4,198.0,1,1,El Cañaveral,Vicálvaro
580000,Piso,exterior,1,80.0,1,0,Nueva España,Chamartín
1049000,Piso,exterior,2,72.0,1,0,Sol,Centro
3200000,Piso,exterior,5,365.0,1,0,El Viso,Chamartín
1300000,Chalet,interior,7,365.0,0,1,Mirasierra,Fuencarral-El Pardo
860000,Chalet,interior,6,363.0,0,1,Alameda de Osuna,Barajas
399000,Piso,exterior,3,110.0,1,1,San Juan Bautista,Ciudad Lineal
500000,Piso,exterior,3,120.0,1,0,Aluche,Latina
150000,Piso,exterior,3,111.0,1,0,Villaverde Alto,Villaverde
3190000,Piso,interior,3,269.0,1,0,Recoletos,Salamanca
1220000,Piso,exterior,2,165.0,1,0,Palacio,Centro
190000,Piso,exterior,3,71.0,1,0,San Fermín,Usera
2575000,Piso,exterior,3,340.0,1,0,Goya,Salamanca
575000,Piso,exterior,3,114.0,1,1,Legazpi,Arganzuela
595000,Piso,interior,2,98.0,1,1,Piovera,Hortaleza
54200,Piso,interior,2,48.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
76000,Piso,exterior,3,67.0,1,0,Moscardó,Usera
140000,Piso,exterior,4,123.0,1,0,Lucero,Latina
250000,Piso,interior,1,37.0,1,0,Pacífico,Retiro
300000,Estudio,exterior,0,80.0,1,1,Simancas,San Blas-Canillejas
305000,Piso,exterior,3,65.0,1,0,Bellas Vistas,Tetuán
1800000,Ático,exterior,3,266.0,1,1,Prosperidad,Chamartín
7850000,Dúplex,exterior,4,425.0,1,1,Recoletos,Salamanca
7500000,Casa,interior,7,1240.0,0,1,Valdemarín,Moncloa-Aravaca
7500000,Casa,interior,14,950.0,0,0,El Pardo,Fuencarral-El Pardo
6950000,Casa,interior,6,724.0,0,1,El Viso,Chamartín
6950000,Casa,interior,6,920.0,0,1,Piovera,Hortaleza
6800000,Casa,interior,8,900.0,0,1,Piovera,Hortaleza
6800000,Casa,interior,10,950.0,0,1,Piovera,Hortaleza
1000000,Piso,exterior,2,120.0,1,0,Cortes,Centro
1200000,Ático,exterior,5,250.0,1,1,Valdemarín,Moncloa-Aravaca
4800000,Piso,exterior,4,250.0,1,0,Recoletos,Salamanca
1890000,Piso,exterior,5,248.0,1,0,Palacio,Centro
1290000,Piso,exterior,4,248.0,1,0,Cuatro Caminos,Tetuán
1850000,Piso,exterior,4,248.0,1,1,Universidad,Centro
1050000,Piso,exterior,5,248.0,1,0,Hispanoamérica,Chamartín
1890000,Piso,exterior,4,248.0,1,0,Palacio,Centro
1050000,Piso,exterior,5,248.0,1,0,Hispanoamérica,Chamartín
1890000,Piso,exterior,3,248.0,1,0,Palacio,Centro
560000,Chalet,interior,4,248.0,0,1,El Cañaveral,Vicálvaro
3300000,Casa,interior,5,704.0,0,1,Aravaca,Moncloa-Aravaca
3300000,Piso,exterior,5,350.0,1,0,Justicia,Centro
3300000,Ático,interior,2,137.0,1,0,Universidad,Centro
3300000,Piso,exterior,5,350.0,1,0,Justicia,Centro
3300000,Piso,exterior,5,317.0,1,1,Argüelles,Moncloa-Aravaca
3300000,Piso,exterior,6,596.0,1,0,Ríos Rosas,Chamberí
3300000,Piso,exterior,7,411.0,1,1,Almagro,Chamberí
739000,Piso,interior,2,86.0,1,0,Sol,Centro
1129000,Piso,interior,2,103.0,1,0,Goya,Salamanca
950000,Piso,exterior,2,145.0,1,1,Castillejos,Tetuán
1180000,Piso,exterior,2,86.0,1,0,Jerónimos,Retiro
200000,Piso,exterior,2,51.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
225000,Estudio,interior,0,38.0,1,0,Universidad,Centro
1550000,Piso,exterior,8,357.0,1,0,Sol,Centro
1250000,Chalet,interior,4,370.0,0,1,Salvador,San Blas-Canillejas
1550000,Chalet,interior,6,370.0,0,1,Salvador,San Blas-Canillejas
860000,Casa,interior,4,370.0,0,1,Pinar del Rey,Hortaleza
850000,Chalet,interior,5,370.0,0,1,El Plantío,Moncloa-Aravaca
4300000,Casa,interior,5,370.0,0,0,El Viso,Chamartín
1831000,Chalet,interior,3,370.0,0,1,Valdemarín,Moncloa-Aravaca
1345000,Casa,interior,4,370.0,0,1,Colina,Ciudad Lineal
3500000,Piso,exterior,4,370.0,1,0,Recoletos,Salamanca
500000,Piso,interior,1,44.0,1,0,Goya,Salamanca
199000,Piso,interior,2,43.0,1,0,Las Delicias,Arganzuela
240000,Piso,exterior,2,55.0,1,0,Casa de Campo,Moncloa-Aravaca
285000,Piso,interior,1,67.0,1,0,Argüelles,Moncloa-Aravaca
2250000,Piso,exterior,3,250.0,1,0,Palacio,Centro
97500,Piso,exterior,3,74.0,1,0,San Cristóbal de los Ángeles,Villaverde
97500,Piso,interior,3,84.0,1,0,Palomeras Sureste,Puente de Vallecas
98100,Piso,interior,3,81.0,1,0,Abrantes,Carabanchel
500000,Piso,exterior,3,88.0,1,1,Apóstol Santiago,Hortaleza
630000,Piso,exterior,5,112.0,1,1,Arapiles,Chamberí
1152500,Ático,exterior,5,357.0,1,1,Peñagrande,Fuencarral-El Pardo
1395000,Piso,exterior,5,356.0,1,1,Aravaca,Moncloa-Aravaca
1837000,Chalet,interior,3,356.0,0,1,Valdemarín,Moncloa-Aravaca
1090000,Chalet,interior,4,356.0,0,1,Mirasierra,Fuencarral-El Pardo
7500000,Piso,exterior,4,355.0,1,1,Castellana,Salamanca
3200000,Piso,exterior,4,354.0,1,1,El Viso,Chamartín
1795000,Chalet,interior,5,353.0,0,1,Canillas,Hortaleza
3250000,Piso,exterior,5,353.0,1,1,El Viso,Chamartín
1100000,Piso,exterior,2,133.0,1,0,Palacio,Centro
765000,Piso,exterior,2,109.0,1,1,Mirasierra,Fuencarral-El Pardo
775000,Piso,exterior,4,176.0,1,1,Castilla,Chamartín
645000,Piso,interior,2,74.0,1,0,Justicia,Centro
1100000,Dúplex,exterior,3,235.0,1,1,Legazpi,Arganzuela
530000,Piso,exterior,1,62.0,1,1,Imperial,Arganzuela
1499000,Piso,interior,3,170.0,1,0,Castellana,Salamanca
679000,Piso,exterior,3,144.0,1,1,Mirasierra,Fuencarral-El Pardo
950000,Piso,exterior,4,187.0,1,1,Castilla,Chamartín
649000,Piso,exterior,3,87.0,1,0,Cortes,Centro
3300000,Chalet,interior,5,389.0,0,1,Nueva España,Chamartín
1395000,Chalet,interior,5,368.0,0,1,Peñagrande,Fuencarral-El Pardo
1495000,Piso,exterior,3,138.0,1,0,Goya,Salamanca
530000,Piso,exterior,1,68.0,1,1,Nueva España,Chamartín
1700000,Piso,interior,5,377.0,1,0,Almagro,Chamberí
699000,Dúplex,exterior,1,91.0,1,0,Cortes,Centro
3980000,Casa,interior,6,550.0,0,1,Nueva España,Chamartín
1800000,Chalet,interior,6,400.0,0,1,Piovera,Hortaleza
273200,Piso,interior,3,101.0,1,0,Embajadores,Centro
55700,Piso,interior,2,63.0,1,0,San Cristóbal de los Ángeles,Villaverde
345000,Piso,exterior,2,50.0,1,0,Vallehermoso,Chamberí
140900,Piso,exterior,2,50.0,1,0,Casco Histórico de Vallecas,Villa de Vallecas
265000,Chalet,interior,2,50.0,0,0,Quintana,Ciudad Lineal
270000,Dúplex,interior,1,50.0,1,0,Embajadores,Centro
320000,Piso,interior,2,50.0,1,0,Fuente del Berro,Salamanca
520000,Piso,exterior,1,50.0,1,0,Justicia,Centro
267000,Piso,exterior,2,50.0,1,0,Palacio,Centro
237000,Piso,exterior,1,50.0,1,0,Embajadores,Centro
330000,Piso,interior,1,50.0,1,0,Universidad,Centro
267000,Piso,exterior,2,50.0,1,0,Palacio,Centro
4500000,Casa,interior,5,513.0,0,1,Aravaca,Moncloa-Aravaca
146000,Piso,exterior,3,59.0,1,0,Zofio,Usera
248000,Piso,exterior,1,100.0,1,1,Simancas,San Blas-Canillejas
330000,Piso,exterior,3,133.0,1,1,Numancia,Puente de Vallecas
144000,Piso,exterior,2,58.0,1,0,San Diego,Puente de Vallecas
1399000,Piso,exterior,11,311.0,1,1,Argüelles,Moncloa-Aravaca
695000,Piso,exterior,1,86.0,1,0,Justicia,Centro
599000,Piso,exterior,2,80.0,1,0,Embajadores,Centro
599000,Piso,exterior,1,114.0,1,0,Embajadores,Centro
530000,Piso,exterior,2,88.0,1,0,Universidad,Centro
670000,Piso,exterior,4,145.0,1,1,Fuente del Berro,Salamanca
190000,Piso,exterior,2,63.0,1,0,Canillejas,San Blas-Canillejas
850000,Piso,exterior,3,235.0,1,1,Palomas,Hortaleza
3000000,Casa,interior,5,618.0,0,1,Nueva España,Chamartín
3000000,Piso,exterior,4,405.0,1,1,Nueva España,Chamartín
3000000,Casa,interior,5,410.0,0,0,Hispanoamérica,Chamartín
3000000,Chalet,interior,5,341.0,0,1,Nueva España,Chamartín
3000000,Casa,interior,5,410.0,0,0,Hispanoamérica,Chamartín
3000000,Piso,exterior,4,250.0,1,0,Castellana,Salamanca
2995000,Piso,exterior,3,254.0,1,1,Goya,Salamanca
2995000,Piso,exterior,3,254.0,1,1,Goya,Salamanca
899000,Piso,exterior,2,111.0,1,0,Goya,Salamanca
1137000,Piso,exterior,5,196.0,1,0,Argüelles,Moncloa-Aravaca
329900,Piso,exterior,3,91.0,1,0,Vinateros,Moratalaz
799000,Ático,exterior,2,120.0,1,1,Las Acacias,Arganzuela
310000,Piso,exterior,3,121.0,1,0,Orcasur,Usera
175000,Piso,exterior,2,75.0,1,0,Pinar del Rey,Hortaleza
340000,Piso,exterior,3,90.0,1,0,Canillas,Hortaleza
425000,Piso,exterior,3,152.0,1,1,Valdebernardo,Vicálvaro
1800000,Chalet,interior,4,307.0,0,1,Palomas,Hortaleza
1800000,Piso,exterior,5,279.0,1,1,Hispanoamérica,Chamartín
1800000,Piso,exterior,4,319.0,1,1,Goya,Salamanca
1800000,Piso,exterior,4,297.0,1,0,El Viso,Chamartín
1800000,Piso,exterior,4,297.0,1,0,El Viso,Chamartín
1800000,Chalet,interior,6,600.0,0,1,Aravaca,Moncloa-Aravaca
1800000,Piso,exterior,3,319.0,1,1,Goya,Salamanca
1800000,Piso,exterior,4,218.0,1,0,Niño Jesús,Retiro
1800000,Chalet,interior,6,600.0,0,1,Aravaca,Moncloa-Aravaca
1800000,Piso,exterior,3,246.0,1,0,Palacio,Centro
1370000,Piso,interior,5,160.0,1,1,Lista,Salamanca
949000,Piso,exterior,4,237.0,1,1,Peñagrande,Fuencarral-El Pardo
819000,Ático,exterior,2,107.0,1,0,Peñagrande,Fuencarral-El Pardo
890000,Piso,exterior,1,75.0,1,1,El Viso,Chamartín
779000,Piso,exterior,3,137.0,1,0,Hispanoamérica,Chamartín
4200000,Casa,exterior,9,875.0,0,1,Piovera,Hortaleza
4200000,Casa,interior,6,875.0,0,1,Piovera,Hortaleza
4200000,Piso,exterior,3,310.0,1,0,Recoletos,Salamanca
4200000,Piso,exterior,3,215.0,1,0,Recoletos,Salamanca
1699000,Piso,exterior,4,195.0,1,0,Lista,Salamanca
1695000,Piso,exterior,4,195.0,1,0,Jerónimos,Retiro
1695000,Piso,exterior,4,158.0,1,0,Castellana,Salamanca
1695000,Piso,exterior,3,260.0,1,0,Universidad,Centro
1695000,Chalet,interior,5,492.0,0,1,Peñagrande,Fuencarral-El Pardo
850000,Piso,exterior,4,238.0,1,1,Peñagrande,Fuencarral-El Pardo
699000,Piso,exterior,4,140.0,1,1,La Paz,Fuencarral-El Pardo
350000,Piso,exterior,2,95.0,1,1,San Juan Bautista,Ciudad Lineal
1332000,Piso,interior,3,174.0,1,1,Vallehermoso,Chamberí
675000,Ático,exterior,5,231.0,1,0,Alameda de Osuna,Barajas
539000,Piso,exterior,2,95.0,1,1,Pinar de Chamartín,Ciudad Lineal
259000,Piso,exterior,2,60.0,1,0,Almendrales,Usera
220000,Piso,exterior,1,47.0,1,0,Ciudad Jardín,Chamartín
660250,Piso,exterior,2,131.0,1,0,Universidad,Centro
262000,Piso,exterior,1,43.0,1,0,Valdefuentes,Hortaleza
195000,Piso,exterior,3,75.0,1,0,Vista Alegre,Carabanchel
298000,Piso,interior,1,40.0,1,0,Gaztambide,Chamberí
240000,Piso,interior,2,57.0,1,0,Las Delicias,Arganzuela
3320000,Piso,exterior,4,230.0,1,0,Recoletos,Salamanca
2100000,Piso,exterior,4,280.0,1,1,Hispanoamérica,Chamartín
2100000,Casa,interior,8,594.0,0,1,Casa de Campo,Moncloa-Aravaca
2100000,Casa,interior,7,725.0,0,1,El Plantío,Moncloa-Aravaca
2100000,Piso,exterior,3,188.0,1,0,Justicia,Centro
2100000,Chalet,interior,4,397.0,0,1,Valdemarín,Moncloa-Aravaca
2100000,Piso,exterior,4,280.0,1,0,Hispanoamérica,Chamartín
2100000,Piso,exterior,4,275.0,1,1,Hispanoamérica,Chamartín
2100000,Piso,exterior,3,195.0,1,1,Recoletos,Salamanca
2100000,Piso,exterior,4,241.0,1,1,Aravaca,Moncloa-Aravaca
68800,Piso,interior,3,60.0,1,0,Amposta,San Blas-Canillejas
51100,Piso,interior,3,59.0,1,0,San Cristóbal de los Ángeles,Villaverde
191000,Piso,interior,3,74.0,1,0,Bellas Vistas,Tetuán
410000,Piso,exterior,2,72.0,1,0,Prosperidad,Chamartín
81000,Piso,interior,3,69.0,1,0,Portazgo,Puente de Vallecas
1039000,Piso,exterior,3,108.0,1,0,Universidad,Centro
1450000,Piso,exterior,3,130.0,1,0,Goya,Salamanca
249000,Piso,exterior,2,64.0,1,0,Vinateros,Moratalaz
610000,Piso,exterior,3,112.0,1,1,Fuente del Berro,Salamanca
650000,Piso,exterior,5,169.0,1,0,Embajadores,Centro
137500,Piso,exterior,1,43.0,1,0,Buenavista,Carabanchel
137500,Piso,exterior,1,46.0,1,0,Buenavista,Carabanchel
600000,Piso,interior,2,101.0,1,0,Fuente del Berro,Salamanca
971250,Piso,exterior,4,219.0,1,1,Valdefuentes,Hortaleza
719000,Piso,interior,3,168.0,1,0,Fuente del Berro,Salamanca
189000,Piso,exterior,3,73.0,1,0,Buenavista,Carabanchel
1400000,Piso,exterior,5,255.0,1,0,Argüelles,Moncloa-Aravaca
450000,Piso,exterior,4,110.0,1,1,Cuatro Caminos,Tetuán
1295000,Piso,exterior,3,180.0,1,0,Hispanoamérica,Chamartín
235000,Piso,exterior,4,85.0,1,0,Canillejas,San Blas-Canillejas
599000,Piso,exterior,3,129.0,1,0,Prosperidad,Chamartín
240000,Piso,exterior,3,87.0,1,0,Concepción,Ciudad Lineal
226000,Piso,interior,3,74.0,1,0,Vista Alegre,Carabanchel
240000,Piso,exterior,2,105.0,1,0,Las Águilas,Latina
695000,Piso,exterior,4,187.0,1,0,Pacífico,Retiro
1080000,Piso,exterior,3,152.0,1,0,Fuente del Berro,Salamanca
3300000,Chalet,interior,5,453.0,0,0,Nueva España,Chamartín
1600000,Chalet,interior,6,453.0,0,0,Ciudad Universitaria,Moncloa-Aravaca
4300000,Piso,exterior,6,451.0,1,0,Castellana,Salamanca
4300000,Piso,exterior,10,451.0,1,1,Castellana,Salamanca
4300000,Piso,exterior,5,451.0,1,1,Castellana,Salamanca
4300000,Piso,exterior,6,451.0,1,0,Castellana,Salamanca
1300000,Chalet,interior,4,450.0,0,0,Aravaca,Moncloa-Aravaca
739000,Piso,interior,2,86.0,1,0,Sol,Centro
1769000,Piso,exterior,2,151.0,1,0,Goya,Salamanca
1129000,Piso,interior,2,103.0,1,0,Goya,Salamanca
970000,Piso,exterior,3,140.0,1,0,Goya,Salamanca
278000,Piso,exterior,3,89.0,1,0,Canillejas,San Blas-Canillejas
1270000,Ático,exterior,3,155.0,1,0,Niño Jesús,Retiro
570000,Piso,exterior,5,160.0,1,0,Moscardó,Usera
2250000,Piso,exterior,5,278.0,1,1,El Viso,Chamartín
695000,Piso,exterior,4,172.0,1,0,Guindalera,Salamanca
219900,Piso,exterior,2,60.0,1,0,Fontarrón,Moratalaz
380000,Piso,exterior,1,79.0,1,0,Embajadores,Centro
249000,Piso,exterior,3,77.0,1,0,El Pardo,Fuencarral-El Pardo
449000,Chalet,interior,8,135.0,0,0,Casco Histórico de Barajas,Barajas
1600000,Chalet,interior,4,462.0,0,1,Palomas,Hortaleza
3195000,Piso,exterior,6,460.0,1,1,Goya,Salamanca
1870000,Chalet,interior,7,460.0,0,1,Canillas,Hortaleza
3400000,Piso,exterior,5,459.0,1,1,Ríos Rosas,Chamberí
360000,Piso,exterior,2,60.0,1,0,Bellas Vistas,Tetuán
700000,Ático,exterior,2,95.0,1,1,Las Delicias,Arganzuela
1359000,Piso,interior,2,149.0,1,0,Castellana,Salamanca
370000,Piso,interior,3,119.0,1,1,Pueblo Nuevo,Ciudad Lineal
1100000,Piso,exterior,3,140.0,1,0,Justicia,Centro
405000,Piso,exterior,3,120.0,1,1,Buenavista,Carabanchel
250000,Piso,interior,2,45.0,1,0,Embajadores,Centro
148500,Piso,exterior,2,63.0,1,0,Palomeras Sureste,Puente de Vallecas
395000,Piso,exterior,2,72.0,1,0,Fuente del Berro,Salamanca
148500,Piso,exterior,2,54.0,1,0,Vista Alegre,Carabanchel
350000,Dúplex,exterior,1,44.0,1,0,Arapiles,Chamberí
850000,Ático,exterior,2,71.0,1,0,Arapiles,Chamberí
2150000,Piso,exterior,3,200.0,1,0,Goya,Salamanca
410000,Piso,exterior,1,79.0,1,1,Almenara,Tetuán
449000,Piso,exterior,3,110.0,1,1,Arcos,San Blas-Canillejas
850000,Piso,exterior,4,190.0,1,0,Castillejos,Tetuán
249000,Piso,interior,2,79.0,1,1,Palomeras Sureste,Puente de Vallecas
585000,Piso,exterior,2,82.0,1,0,Prosperidad,Chamartín
225000,Piso,exterior,3,62.0,1,0,Lucero,Latina
615000,Piso,exterior,4,111.0,1,1,Prosperidad,Chamartín
875000,Piso,interior,5,177.0,1,0,Goya,Salamanca
820000,Piso,exterior,2,95.0,1,0,Trafalgar,Chamberí
1975000,Chalet,exterior,4,350.0,0,1,San Juan Bautista,Ciudad Lineal
698000,Piso,exterior,3,125.0,1,1,Pinar de Chamartín,Ciudad Lineal
1290000,Piso,exterior,4,142.0,1,0,Hispanoamérica,Chamartín
1384000,Piso,exterior,3,140.0,1,0,Goya,Salamanca
795000,Piso,interior,2,99.0,1,0,Palacio,Centro
1150000,Piso,exterior,3,133.0,1,0,Universidad,Centro
895000,Piso,interior,1,81.0,1,0,Recoletos,Salamanca
1850000,Piso,exterior,5,313.0,1,1,Argüelles,Moncloa-Aravaca
1850000,Piso,exterior,4,300.0,1,1,Nueva España,Chamartín
1845000,Piso,exterior,4,231.0,1,0,Ríos Rosas,Chamberí
1845000,Piso,exterior,4,220.0,1,0,Lista,Salamanca
1845000,Piso,exterior,4,219.0,1,0,Lista,Salamanca
1839739,Chalet,interior,3,339.0,0,1,Valdemarín,Moncloa-Aravaca
325000,Piso,exterior,1,60.0,1,0,Bellas Vistas,Tetuán
292000,Piso,exterior,2,75.0,1,0,Almenara,Tetuán
650000,Piso,exterior,3,165.0,1,1,Aravaca,Moncloa-Aravaca
295000,Piso,exterior,3,101.0,1,0,Opañel,Carabanchel
636000,Piso,exterior,3,105.0,1,0,Universidad,Centro
439000,Piso,exterior,3,80.0,1,0,Guindalera,Salamanca
439000,Piso,exterior,2,85.0,1,0,San Pascual,Ciudad Lineal
255000,Piso,interior,2,40.0,1,0,Ríos Rosas,Chamberí
295000,Piso,exterior,2,65.0,1,0,Cortes,Centro
3500000,Piso,exterior,5,507.0,1,1,Argüelles,Moncloa-Aravaca
1990000,Casa,interior,5,505.0,0,1,Peñagrande,Fuencarral-El Pardo
1395000,Chalet,interior,4,503.0,0,1,Peñagrande,Fuencarral-El Pardo
1595000,Chalet,interior,4,502.0,0,1,Peñagrande,Fuencarral-El Pardo
1295000,Chalet,interior,4,502.0,0,1,Peñagrande,Fuencarral-El Pardo
